DesignName,ParticipantID,TrialID,Block1,c,m,s
RegressionByEye,1,1,1,line,n_0_8,b_0_05
RegressionByEye,1,2,2,area,p_0_2,b_0_05
RegressionByEye,1,3,3,area,n_0_1,b_0_1
RegressionByEye,1,4,4,area,n_0_1,b_0_05
RegressionByEye,1,5,5,line,p_0_1,b_0_1
RegressionByEye,1,6,6,scatter,p_0_2,b_0_15
RegressionByEye,1,7,7,area,n_0_1,b_0_2
RegressionByEye,1,8,8,scatter,p_0_2,b_0_2
RegressionByEye,1,9,9,scatter,p_0_1,b_0_05
RegressionByEye,1,10,10,line,n_0_1,b_0_05
RegressionByEye,1,11,11,line,p_0_1,b_0_05
RegressionByEye,1,12,12,scatter,p_0_4,b_0_15
RegressionByEye,1,13,13,line,n_0_1,b_0_2
RegressionByEye,1,14,14,area,p_0_1,b_0_1
RegressionByEye,1,15,15,area,n_0_2,b_0_1
RegressionByEye,1,16,16,line,n_0_4,b_0_2
RegressionByEye,1,17,17,line,n_0_2,b_0_2
RegressionByEye,1,18,18,scatter,p_0_2,b_0_05
RegressionByEye,1,19,19,line,n_0_1,b_0_1
RegressionByEye,1,20,20,scatter,p_0_2,b_0_1
RegressionByEye,1,21,21,scatter,n_0_8,b_0_2
RegressionByEye,1,22,22,line,n_0_8,b_0_15
RegressionByEye,1,23,23,scatter,p_0_8,b_0_05
RegressionByEye,1,24,24,area,n_0_8,b_0_05
RegressionByEye,1,25,25,area,n_0_8,b_0_15
RegressionByEye,1,26,26,scatter,p_0_8,b_0_1
RegressionByEye,1,27,27,line,p_0_8,b_0_05
RegressionByEye,1,28,28,area,p_0_2,b_0_1
RegressionByEye,1,29,29,area,n_0_8,b_0_2
RegressionByEye,1,30,30,area,p_0_8,b_0_1
RegressionByEye,1,31,31,line,n_0_2,b_0_1
RegressionByEye,1,32,32,area,n_0_1,b_0_15
RegressionByEye,1,33,33,scatter,p_0_4,b_0_2
RegressionByEye,1,34,34,line,p_0_2,b_0_05
RegressionByEye,1,35,35,area,n_0_4,b_0_15
RegressionByEye,1,36,36,area,p_0_4,b_0_1
RegressionByEye,1,37,37,line,p_0_4,b_0_1
RegressionByEye,1,38,38,scatter,n_0_8,b_0_15
RegressionByEye,1,39,39,scatter,n_0_4,b_0_05
RegressionByEye,1,40,40,area,n_0_2,b_0_2
RegressionByEye,1,41,41,scatter,p_0_8,b_0_2
RegressionByEye,1,42,42,area,p_0_2,b_0_15
RegressionByEye,1,43,43,line,p_0_4,b_0_2
RegressionByEye,1,44,44,line,p_0_1,b_0_15
RegressionByEye,1,45,45,line,p_0_8,b_0_2
RegressionByEye,1,46,46,line,p_0_4,b_0_15
RegressionByEye,1,47,47,scatter,n_0_8,b_0_05
RegressionByEye,1,48,48,area,n_0_4,b_0_05
RegressionByEye,1,49,49,scatter,n_0_2,b_0_1
RegressionByEye,1,50,50,area,p_0_8,b_0_15
RegressionByEye,1,51,51,line,p_0_1,b_0_2
RegressionByEye,1,52,52,scatter,n_0_8,b_0_1
RegressionByEye,1,53,53,line,n_0_8,b_0_2
RegressionByEye,1,54,54,area,p_0_1,b_0_2
RegressionByEye,1,55,55,area,n_0_2,b_0_05
RegressionByEye,1,56,56,scatter,n_0_2,b_0_2
RegressionByEye,1,57,57,scatter,n_0_4,b_0_1
RegressionByEye,1,58,58,area,p_0_8,b_0_2
RegressionByEye,1,59,59,scatter,n_0_2,b_0_15
RegressionByEye,1,60,60,line,n_0_8,b_0_1
RegressionByEye,1,61,61,line,p_0_2,b_0_1
RegressionByEye,1,62,62,area,n_0_8,b_0_1
RegressionByEye,1,63,63,line,n_0_4,b_0_05
RegressionByEye,1,64,64,scatter,n_0_1,b_0_05
RegressionByEye,1,65,65,scatter,n_0_1,b_0_1
RegressionByEye,1,66,66,line,p_0_2,b_0_15
RegressionByEye,1,67,67,area,p_0_4,b_0_05
RegressionByEye,1,68,68,scatter,p_0_8,b_0_15
RegressionByEye,1,69,69,line,n_0_4,b_0_1
RegressionByEye,1,70,70,line,n_0_4,b_0_15
RegressionByEye,1,71,71,area,n_0_4,b_0_1
RegressionByEye,1,72,72,area,p_0_2,b_0_2
RegressionByEye,1,73,73,area,p_0_1,b_0_15
RegressionByEye,1,74,74,area,n_0_4,b_0_2
RegressionByEye,1,75,75,line,p_0_8,b_0_1
RegressionByEye,1,76,76,scatter,p_0_1,b_0_15
RegressionByEye,1,77,77,scatter,p_0_1,b_0_2
RegressionByEye,1,78,78,scatter,n_0_1,b_0_2
RegressionByEye,1,79,79,scatter,n_0_2,b_0_05
RegressionByEye,1,80,80,line,n_0_1,b_0_15
RegressionByEye,1,81,81,line,p_0_4,b_0_05
RegressionByEye,1,82,82,area,n_0_2,b_0_15
RegressionByEye,1,83,83,line,n_0_2,b_0_05
RegressionByEye,1,84,84,scatter,p_0_4,b_0_05
RegressionByEye,1,85,85,scatter,n_0_1,b_0_15
RegressionByEye,1,86,86,line,p_0_8,b_0_15
RegressionByEye,1,87,87,scatter,p_0_4,b_0_1
RegressionByEye,1,88,88,area,p_0_4,b_0_15
RegressionByEye,1,89,89,area,p_0_8,b_0_05
RegressionByEye,1,90,90,scatter,n_0_4,b_0_15
RegressionByEye,1,91,91,area,p_0_4,b_0_2
RegressionByEye,1,92,92,scatter,p_0_1,b_0_1
RegressionByEye,1,93,93,area,p_0_1,b_0_05
RegressionByEye,1,94,94,line,n_0_2,b_0_15
RegressionByEye,1,95,95,line,p_0_2,b_0_2
RegressionByEye,1,96,96,scatter,n_0_4,b_0_2
RegressionByEye,2,97,1,line,n_0_8,b_0_05
RegressionByEye,2,98,2,area,p_0_2,b_0_05
RegressionByEye,2,99,3,area,n_0_1,b_0_1
RegressionByEye,2,100,4,area,n_0_1,b_0_05
RegressionByEye,2,101,5,line,p_0_1,b_0_1
RegressionByEye,2,102,6,scatter,p_0_2,b_0_15
RegressionByEye,2,103,7,area,n_0_1,b_0_2
RegressionByEye,2,104,8,scatter,p_0_2,b_0_2
RegressionByEye,2,105,9,scatter,p_0_1,b_0_05
RegressionByEye,2,106,10,line,n_0_1,b_0_05
RegressionByEye,2,107,11,line,p_0_1,b_0_05
RegressionByEye,2,108,12,scatter,p_0_4,b_0_15
RegressionByEye,2,109,13,line,n_0_1,b_0_2
RegressionByEye,2,110,14,area,p_0_1,b_0_1
RegressionByEye,2,111,15,area,n_0_2,b_0_1
RegressionByEye,2,112,16,line,n_0_4,b_0_2
RegressionByEye,2,113,17,line,n_0_2,b_0_2
RegressionByEye,2,114,18,scatter,p_0_2,b_0_05
RegressionByEye,2,115,19,line,n_0_1,b_0_1
RegressionByEye,2,116,20,scatter,p_0_2,b_0_1
RegressionByEye,2,117,21,scatter,n_0_8,b_0_2
RegressionByEye,2,118,22,line,n_0_8,b_0_15
RegressionByEye,2,119,23,scatter,p_0_8,b_0_05
RegressionByEye,2,120,24,area,n_0_8,b_0_05
RegressionByEye,2,121,25,area,n_0_8,b_0_15
RegressionByEye,2,122,26,scatter,p_0_8,b_0_1
RegressionByEye,2,123,27,line,p_0_8,b_0_05
RegressionByEye,2,124,28,area,p_0_2,b_0_1
RegressionByEye,2,125,29,area,n_0_8,b_0_2
RegressionByEye,2,126,30,area,p_0_8,b_0_1
RegressionByEye,2,127,31,line,n_0_2,b_0_1
RegressionByEye,2,128,32,area,n_0_1,b_0_15
RegressionByEye,2,129,33,scatter,p_0_4,b_0_2
RegressionByEye,2,130,34,line,p_0_2,b_0_05
RegressionByEye,2,131,35,area,n_0_4,b_0_15
RegressionByEye,2,132,36,area,p_0_4,b_0_1
RegressionByEye,2,133,37,line,p_0_4,b_0_1
RegressionByEye,2,134,38,scatter,n_0_8,b_0_15
RegressionByEye,2,135,39,scatter,n_0_4,b_0_05
RegressionByEye,2,136,40,area,n_0_2,b_0_2
RegressionByEye,2,137,41,scatter,p_0_8,b_0_2
RegressionByEye,2,138,42,area,p_0_2,b_0_15
RegressionByEye,2,139,43,line,p_0_4,b_0_2
RegressionByEye,2,140,44,line,p_0_1,b_0_15
RegressionByEye,2,141,45,line,p_0_8,b_0_2
RegressionByEye,2,142,46,line,p_0_4,b_0_15
RegressionByEye,2,143,47,scatter,n_0_8,b_0_05
RegressionByEye,2,144,48,area,n_0_4,b_0_05
RegressionByEye,2,145,49,scatter,n_0_2,b_0_1
RegressionByEye,2,146,50,area,p_0_8,b_0_15
RegressionByEye,2,147,51,line,p_0_1,b_0_2
RegressionByEye,2,148,52,scatter,n_0_8,b_0_1
RegressionByEye,2,149,53,line,n_0_8,b_0_2
RegressionByEye,2,150,54,area,p_0_1,b_0_2
RegressionByEye,2,151,55,area,n_0_2,b_0_05
RegressionByEye,2,152,56,scatter,n_0_2,b_0_2
RegressionByEye,2,153,57,scatter,n_0_4,b_0_1
RegressionByEye,2,154,58,area,p_0_8,b_0_2
RegressionByEye,2,155,59,scatter,n_0_2,b_0_15
RegressionByEye,2,156,60,line,n_0_8,b_0_1
RegressionByEye,2,157,61,line,p_0_2,b_0_1
RegressionByEye,2,158,62,area,n_0_8,b_0_1
RegressionByEye,2,159,63,line,n_0_4,b_0_05
RegressionByEye,2,160,64,scatter,n_0_1,b_0_05
RegressionByEye,2,161,65,scatter,n_0_1,b_0_1
RegressionByEye,2,162,66,line,p_0_2,b_0_15
RegressionByEye,2,163,67,area,p_0_4,b_0_05
RegressionByEye,2,164,68,scatter,p_0_8,b_0_15
RegressionByEye,2,165,69,line,n_0_4,b_0_1
RegressionByEye,2,166,70,line,n_0_4,b_0_15
RegressionByEye,2,167,71,area,n_0_4,b_0_1
RegressionByEye,2,168,72,area,p_0_2,b_0_2
RegressionByEye,2,169,73,area,p_0_1,b_0_15
RegressionByEye,2,170,74,area,n_0_4,b_0_2
RegressionByEye,2,171,75,line,p_0_8,b_0_1
RegressionByEye,2,172,76,scatter,p_0_1,b_0_15
RegressionByEye,2,173,77,scatter,p_0_1,b_0_2
RegressionByEye,2,174,78,scatter,n_0_1,b_0_2
RegressionByEye,2,175,79,scatter,n_0_2,b_0_05
RegressionByEye,2,176,80,line,n_0_1,b_0_15
RegressionByEye,2,177,81,line,p_0_4,b_0_05
RegressionByEye,2,178,82,area,n_0_2,b_0_15
RegressionByEye,2,179,83,line,n_0_2,b_0_05
RegressionByEye,2,180,84,scatter,p_0_4,b_0_05
RegressionByEye,2,181,85,scatter,n_0_1,b_0_15
RegressionByEye,2,182,86,line,p_0_8,b_0_15
RegressionByEye,2,183,87,scatter,p_0_4,b_0_1
RegressionByEye,2,184,88,area,p_0_4,b_0_15
RegressionByEye,2,185,89,area,p_0_8,b_0_05
RegressionByEye,2,186,90,scatter,n_0_4,b_0_15
RegressionByEye,2,187,91,area,p_0_4,b_0_2
RegressionByEye,2,188,92,scatter,p_0_1,b_0_1
RegressionByEye,2,189,93,area,p_0_1,b_0_05
RegressionByEye,2,190,94,line,n_0_2,b_0_15
RegressionByEye,2,191,95,line,p_0_2,b_0_2
RegressionByEye,2,192,96,scatter,n_0_4,b_0_2
RegressionByEye,3,193,1,line,n_0_8,b_0_05
RegressionByEye,3,194,2,area,p_0_2,b_0_05
RegressionByEye,3,195,3,area,n_0_1,b_0_1
RegressionByEye,3,196,4,area,n_0_1,b_0_05
RegressionByEye,3,197,5,line,p_0_1,b_0_1
RegressionByEye,3,198,6,scatter,p_0_2,b_0_15
RegressionByEye,3,199,7,area,n_0_1,b_0_2
RegressionByEye,3,200,8,scatter,p_0_2,b_0_2
RegressionByEye,3,201,9,scatter,p_0_1,b_0_05
RegressionByEye,3,202,10,line,n_0_1,b_0_05
RegressionByEye,3,203,11,line,p_0_1,b_0_05
RegressionByEye,3,204,12,scatter,p_0_4,b_0_15
RegressionByEye,3,205,13,line,n_0_1,b_0_2
RegressionByEye,3,206,14,area,p_0_1,b_0_1
RegressionByEye,3,207,15,area,n_0_2,b_0_1
RegressionByEye,3,208,16,line,n_0_4,b_0_2
RegressionByEye,3,209,17,line,n_0_2,b_0_2
RegressionByEye,3,210,18,scatter,p_0_2,b_0_05
RegressionByEye,3,211,19,line,n_0_1,b_0_1
RegressionByEye,3,212,20,scatter,p_0_2,b_0_1
RegressionByEye,3,213,21,scatter,n_0_8,b_0_2
RegressionByEye,3,214,22,line,n_0_8,b_0_15
RegressionByEye,3,215,23,scatter,p_0_8,b_0_05
RegressionByEye,3,216,24,area,n_0_8,b_0_05
RegressionByEye,3,217,25,area,n_0_8,b_0_15
RegressionByEye,3,218,26,scatter,p_0_8,b_0_1
RegressionByEye,3,219,27,line,p_0_8,b_0_05
RegressionByEye,3,220,28,area,p_0_2,b_0_1
RegressionByEye,3,221,29,area,n_0_8,b_0_2
RegressionByEye,3,222,30,area,p_0_8,b_0_1
RegressionByEye,3,223,31,line,n_0_2,b_0_1
RegressionByEye,3,224,32,area,n_0_1,b_0_15
RegressionByEye,3,225,33,scatter,p_0_4,b_0_2
RegressionByEye,3,226,34,line,p_0_2,b_0_05
RegressionByEye,3,227,35,area,n_0_4,b_0_15
RegressionByEye,3,228,36,area,p_0_4,b_0_1
RegressionByEye,3,229,37,line,p_0_4,b_0_1
RegressionByEye,3,230,38,scatter,n_0_8,b_0_15
RegressionByEye,3,231,39,scatter,n_0_4,b_0_05
RegressionByEye,3,232,40,area,n_0_2,b_0_2
RegressionByEye,3,233,41,scatter,p_0_8,b_0_2
RegressionByEye,3,234,42,area,p_0_2,b_0_15
RegressionByEye,3,235,43,line,p_0_4,b_0_2
RegressionByEye,3,236,44,line,p_0_1,b_0_15
RegressionByEye,3,237,45,line,p_0_8,b_0_2
RegressionByEye,3,238,46,line,p_0_4,b_0_15
RegressionByEye,3,239,47,scatter,n_0_8,b_0_05
RegressionByEye,3,240,48,area,n_0_4,b_0_05
RegressionByEye,3,241,49,scatter,n_0_2,b_0_1
RegressionByEye,3,242,50,area,p_0_8,b_0_15
RegressionByEye,3,243,51,line,p_0_1,b_0_2
RegressionByEye,3,244,52,scatter,n_0_8,b_0_1
RegressionByEye,3,245,53,line,n_0_8,b_0_2
RegressionByEye,3,246,54,area,p_0_1,b_0_2
RegressionByEye,3,247,55,area,n_0_2,b_0_05
RegressionByEye,3,248,56,scatter,n_0_2,b_0_2
RegressionByEye,3,249,57,scatter,n_0_4,b_0_1
RegressionByEye,3,250,58,area,p_0_8,b_0_2
RegressionByEye,3,251,59,scatter,n_0_2,b_0_15
RegressionByEye,3,252,60,line,n_0_8,b_0_1
RegressionByEye,3,253,61,line,p_0_2,b_0_1
RegressionByEye,3,254,62,area,n_0_8,b_0_1
RegressionByEye,3,255,63,line,n_0_4,b_0_05
RegressionByEye,3,256,64,scatter,n_0_1,b_0_05
RegressionByEye,3,257,65,scatter,n_0_1,b_0_1
RegressionByEye,3,258,66,line,p_0_2,b_0_15
RegressionByEye,3,259,67,area,p_0_4,b_0_05
RegressionByEye,3,260,68,scatter,p_0_8,b_0_15
RegressionByEye,3,261,69,line,n_0_4,b_0_1
RegressionByEye,3,262,70,line,n_0_4,b_0_15
RegressionByEye,3,263,71,area,n_0_4,b_0_1
RegressionByEye,3,264,72,area,p_0_2,b_0_2
RegressionByEye,3,265,73,area,p_0_1,b_0_15
RegressionByEye,3,266,74,area,n_0_4,b_0_2
RegressionByEye,3,267,75,line,p_0_8,b_0_1
RegressionByEye,3,268,76,scatter,p_0_1,b_0_15
RegressionByEye,3,269,77,scatter,p_0_1,b_0_2
RegressionByEye,3,270,78,scatter,n_0_1,b_0_2
RegressionByEye,3,271,79,scatter,n_0_2,b_0_05
RegressionByEye,3,272,80,line,n_0_1,b_0_15
RegressionByEye,3,273,81,line,p_0_4,b_0_05
RegressionByEye,3,274,82,area,n_0_2,b_0_15
RegressionByEye,3,275,83,line,n_0_2,b_0_05
RegressionByEye,3,276,84,scatter,p_0_4,b_0_05
RegressionByEye,3,277,85,scatter,n_0_1,b_0_15
RegressionByEye,3,278,86,line,p_0_8,b_0_15
RegressionByEye,3,279,87,scatter,p_0_4,b_0_1
RegressionByEye,3,280,88,area,p_0_4,b_0_15
RegressionByEye,3,281,89,area,p_0_8,b_0_05
RegressionByEye,3,282,90,scatter,n_0_4,b_0_15
RegressionByEye,3,283,91,area,p_0_4,b_0_2
RegressionByEye,3,284,92,scatter,p_0_1,b_0_1
RegressionByEye,3,285,93,area,p_0_1,b_0_05
RegressionByEye,3,286,94,line,n_0_2,b_0_15
RegressionByEye,3,287,95,line,p_0_2,b_0_2
RegressionByEye,3,288,96,scatter,n_0_4,b_0_2
RegressionByEye,4,289,1,line,n_0_8,b_0_05
RegressionByEye,4,290,2,area,p_0_2,b_0_05
RegressionByEye,4,291,3,area,n_0_1,b_0_1
RegressionByEye,4,292,4,area,n_0_1,b_0_05
RegressionByEye,4,293,5,line,p_0_1,b_0_1
RegressionByEye,4,294,6,scatter,p_0_2,b_0_15
RegressionByEye,4,295,7,area,n_0_1,b_0_2
RegressionByEye,4,296,8,scatter,p_0_2,b_0_2
RegressionByEye,4,297,9,scatter,p_0_1,b_0_05
RegressionByEye,4,298,10,line,n_0_1,b_0_05
RegressionByEye,4,299,11,line,p_0_1,b_0_05
RegressionByEye,4,300,12,scatter,p_0_4,b_0_15
RegressionByEye,4,301,13,line,n_0_1,b_0_2
RegressionByEye,4,302,14,area,p_0_1,b_0_1
RegressionByEye,4,303,15,area,n_0_2,b_0_1
RegressionByEye,4,304,16,line,n_0_4,b_0_2
RegressionByEye,4,305,17,line,n_0_2,b_0_2
RegressionByEye,4,306,18,scatter,p_0_2,b_0_05
RegressionByEye,4,307,19,line,n_0_1,b_0_1
RegressionByEye,4,308,20,scatter,p_0_2,b_0_1
RegressionByEye,4,309,21,scatter,n_0_8,b_0_2
RegressionByEye,4,310,22,line,n_0_8,b_0_15
RegressionByEye,4,311,23,scatter,p_0_8,b_0_05
RegressionByEye,4,312,24,area,n_0_8,b_0_05
RegressionByEye,4,313,25,area,n_0_8,b_0_15
RegressionByEye,4,314,26,scatter,p_0_8,b_0_1
RegressionByEye,4,315,27,line,p_0_8,b_0_05
RegressionByEye,4,316,28,area,p_0_2,b_0_1
RegressionByEye,4,317,29,area,n_0_8,b_0_2
RegressionByEye,4,318,30,area,p_0_8,b_0_1
RegressionByEye,4,319,31,line,n_0_2,b_0_1
RegressionByEye,4,320,32,area,n_0_1,b_0_15
RegressionByEye,4,321,33,scatter,p_0_4,b_0_2
RegressionByEye,4,322,34,line,p_0_2,b_0_05
RegressionByEye,4,323,35,area,n_0_4,b_0_15
RegressionByEye,4,324,36,area,p_0_4,b_0_1
RegressionByEye,4,325,37,line,p_0_4,b_0_1
RegressionByEye,4,326,38,scatter,n_0_8,b_0_15
RegressionByEye,4,327,39,scatter,n_0_4,b_0_05
RegressionByEye,4,328,40,area,n_0_2,b_0_2
RegressionByEye,4,329,41,scatter,p_0_8,b_0_2
RegressionByEye,4,330,42,area,p_0_2,b_0_15
RegressionByEye,4,331,43,line,p_0_4,b_0_2
RegressionByEye,4,332,44,line,p_0_1,b_0_15
RegressionByEye,4,333,45,line,p_0_8,b_0_2
RegressionByEye,4,334,46,line,p_0_4,b_0_15
RegressionByEye,4,335,47,scatter,n_0_8,b_0_05
RegressionByEye,4,336,48,area,n_0_4,b_0_05
RegressionByEye,4,337,49,scatter,n_0_2,b_0_1
RegressionByEye,4,338,50,area,p_0_8,b_0_15
RegressionByEye,4,339,51,line,p_0_1,b_0_2
RegressionByEye,4,340,52,scatter,n_0_8,b_0_1
RegressionByEye,4,341,53,line,n_0_8,b_0_2
RegressionByEye,4,342,54,area,p_0_1,b_0_2
RegressionByEye,4,343,55,area,n_0_2,b_0_05
RegressionByEye,4,344,56,scatter,n_0_2,b_0_2
RegressionByEye,4,345,57,scatter,n_0_4,b_0_1
RegressionByEye,4,346,58,area,p_0_8,b_0_2
RegressionByEye,4,347,59,scatter,n_0_2,b_0_15
RegressionByEye,4,348,60,line,n_0_8,b_0_1
RegressionByEye,4,349,61,line,p_0_2,b_0_1
RegressionByEye,4,350,62,area,n_0_8,b_0_1
RegressionByEye,4,351,63,line,n_0_4,b_0_05
RegressionByEye,4,352,64,scatter,n_0_1,b_0_05
RegressionByEye,4,353,65,scatter,n_0_1,b_0_1
RegressionByEye,4,354,66,line,p_0_2,b_0_15
RegressionByEye,4,355,67,area,p_0_4,b_0_05
RegressionByEye,4,356,68,scatter,p_0_8,b_0_15
RegressionByEye,4,357,69,line,n_0_4,b_0_1
RegressionByEye,4,358,70,line,n_0_4,b_0_15
RegressionByEye,4,359,71,area,n_0_4,b_0_1
RegressionByEye,4,360,72,area,p_0_2,b_0_2
RegressionByEye,4,361,73,area,p_0_1,b_0_15
RegressionByEye,4,362,74,area,n_0_4,b_0_2
RegressionByEye,4,363,75,line,p_0_8,b_0_1
RegressionByEye,4,364,76,scatter,p_0_1,b_0_15
RegressionByEye,4,365,77,scatter,p_0_1,b_0_2
RegressionByEye,4,366,78,scatter,n_0_1,b_0_2
RegressionByEye,4,367,79,scatter,n_0_2,b_0_05
RegressionByEye,4,368,80,line,n_0_1,b_0_15
RegressionByEye,4,369,81,line,p_0_4,b_0_05
RegressionByEye,4,370,82,area,n_0_2,b_0_15
RegressionByEye,4,371,83,line,n_0_2,b_0_05
RegressionByEye,4,372,84,scatter,p_0_4,b_0_05
RegressionByEye,4,373,85,scatter,n_0_1,b_0_15
RegressionByEye,4,374,86,line,p_0_8,b_0_15
RegressionByEye,4,375,87,scatter,p_0_4,b_0_1
RegressionByEye,4,376,88,area,p_0_4,b_0_15
RegressionByEye,4,377,89,area,p_0_8,b_0_05
RegressionByEye,4,378,90,scatter,n_0_4,b_0_15
RegressionByEye,4,379,91,area,p_0_4,b_0_2
RegressionByEye,4,380,92,scatter,p_0_1,b_0_1
RegressionByEye,4,381,93,area,p_0_1,b_0_05
RegressionByEye,4,382,94,line,n_0_2,b_0_15
RegressionByEye,4,383,95,line,p_0_2,b_0_2
RegressionByEye,4,384,96,scatter,n_0_4,b_0_2
